rownames.markers.,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,fold,,p < 0.05:,up,down
Prr5l,0.013736595,-0.276518668,0.114,0.171,1,-1.211268473,,,,
Pax8,0.000104263,-0.276679364,0.58,0.692,1,-1.211403398,,,,
Igsf5,0.01352198,-0.276945552,0.683,0.738,1,-1.211626932,,,,
Ppfibp1,0.036030222,-0.27738717,0.42,0.452,1,-1.211997876,,,,
Ptprm,0.000509181,-0.277851613,0.285,0.401,1,-1.212388113,,,,
Alcam,5.03E-06,-0.277855414,0.169,0.32,0.162192598,-1.212391308,,,,
Lmbrd2,0.000270906,-0.27837671,0.235,0.349,1,-1.212829466,,,,
Gm32569,5.39E-05,-0.278606386,0.386,0.514,1,-1.213022563,,,,
Wwp1,0.003460887,-0.279694833,0.578,0.649,1,-1.213938078,,,,
Dram2,0.000255048,-0.279931037,0.219,0.325,1,-1.214136846,,,,
Ankrd46,4.76E-05,-0.279995628,0.053,0.13,1,-1.214191205,,,,
Epm2aip1,0.000495684,-0.280010234,0.105,0.183,1,-1.214203498,,,,
Hltf,0.000983469,-0.28022485,0.167,0.262,1,-1.214384136,,,,
Cc2d2a,0.000412828,-0.280411169,0.112,0.197,1,-1.21454098,,,,
Sh3d19,1.67E-06,-0.280872315,0.304,0.478,0.053776884,-1.21492926,,,,
Mgll,0.00511712,-0.281600652,0.205,0.272,1,-1.215542766,,,,
Ssbp1,0.00760464,-0.281956565,0.178,0.243,1,-1.215842678,,,,
Vwa8,0.000253859,-0.283129549,0.562,0.673,1,-1.216831621,,,,
Gm4258,0.002183569,-0.283261753,0.137,0.216,1,-1.216943132,,,,
Nek7,0.00061256,-0.283428937,0.416,0.512,1,-1.217084164,,,,
Flrt2,0.005634093,-0.283996301,0.057,0.108,1,-1.217562897,,,,
Zfp608,0.003747981,-0.284234054,0.411,0.512,1,-1.217763565,,,,
Slc44a3,0.00170735,-0.284484951,0.253,0.349,1,-1.217975363,,,,
Asph,0.001546907,-0.284849366,0.235,0.32,1,-1.218283054,,,,
Ipcef1,0.000599562,-0.285172962,0.701,0.769,1,-1.218556346,,,,
Rrnad1,0.001357367,-0.28537865,0.148,0.228,1,-1.21873009,,,,
Ube2b,0.009639126,-0.285525288,0.47,0.526,1,-1.21885397,,,,
Papss1,0.003169399,-0.286292715,0.253,0.339,1,-1.219502499,,,,
Trp53inp1,3.21E-05,-0.286507198,0.075,0.166,1,-1.219683815,,,,
Trim44,0.013814172,-0.286981586,0.47,0.538,1,-1.220084938,,,,
Ankrd44,2.88E-05,-0.287139089,0.272,0.416,0.928719184,-1.220218145,,,,
Rufy3,4.13E-05,-0.288070309,0.164,0.279,1,-1.221006016,,,,
Slc9a2,0.000132747,-0.288343036,0.107,0.2,1,-1.221236857,,,,
Mboat1,0.001930448,-0.288586888,0.146,0.226,1,-1.221443295,,,,
Dipk1a,0.005625803,-0.289195913,0.096,0.156,1,-1.221959028,,,,
Zfp160,0.004939921,-0.289229947,0.212,0.286,1,-1.221987856,,,,
Gmpr,0.000524893,-0.289309071,0.126,0.212,1,-1.222054877,,,,
Kdm1a,0.004382934,-0.290089701,0.269,0.346,1,-1.222716299,,,,
Arhgap18,1.23E-05,-0.290242817,0.4,0.558,0.396175785,-1.222846075,,,,
Anp32a,0.003682442,-0.290611898,0.189,0.262,1,-1.223158953,,,,
Abhd6,0.002576624,-0.290728198,0.203,0.284,1,-1.223257559,,,,
Zfp592,0.001589267,-0.290740815,0.363,0.45,1,-1.223268258,,,,
Abca3,3.54E-06,-0.291063055,0.269,0.428,0.114354386,-1.223541517,,,,
Pnpla8,0.01666262,-0.291276451,0.352,0.411,1,-1.22372251,,,,
Dnajc10,0.001067669,-0.291494705,0.187,0.279,1,-1.223907651,,,,
Tmem30a,6.11E-05,-0.291511154,0.247,0.373,1,-1.223921606,,,,
Dpf3,0.005026056,-0.292035225,0.121,0.183,1,-1.224366286,,,,
Tfdp2,6.25E-05,-0.292058316,0.388,0.538,1,-1.224385883,,,,
Pxn,0.002355969,-0.292323442,0.258,0.337,1,-1.22461091,,,,
Rmnd1,0.004750792,-0.292501658,0.288,0.356,1,-1.224762196,,,,
Deptor,2.06E-05,-0.294159445,0.379,0.514,0.665870063,-1.226170368,,,,
Nectin3,0.000751601,-0.294213248,0.452,0.567,1,-1.226216097,,,,
Ivd,0.000460729,-0.294758124,0.18,0.272,1,-1.2266793,,,,
Zmiz1,7.15E-05,-0.294775729,0.76,0.827,1,-1.226694269,,,,
Galnt7,0.081338728,-0.294934926,0.164,0.202,1,-1.226829639,,,,
Vps13d,0.000530683,-0.295123072,0.584,0.661,1,-1.226989643,,,,
Rcor3,0.005884689,-0.295357844,0.231,0.298,1,-1.22718933,,,,
Gm15952,0.001129779,-0.296001662,0.089,0.156,1,-1.227737099,,,,
Coq3,0.000304211,-0.297255475,0.105,0.19,1,-1.22880456,,,,
Usp3,0.000637173,-0.297327452,0.47,0.579,1,-1.228865867,,,,
Cir1,0.001133452,-0.298623485,0.116,0.192,1,-1.229970305,,,,
Map2,0.010428494,-0.298696769,0.174,0.238,1,-1.230032785,,,,
Ptch1,0.001812133,-0.29895551,0.139,0.219,1,-1.230253405,,,,
Rab3ip,0.00049754,-0.299319144,0.692,0.769,1,-1.230563532,,,,
Ninl,0.001041808,-0.300296709,0.468,0.538,1,-1.23139764,,,,
Fhit,1.59E-05,-0.300421699,0.612,0.779,0.511513749,-1.231504329,,,,
Acbd5,0.000493957,-0.300711595,0.263,0.365,1,-1.231751813,,,,
Acyp2,0.00185476,-0.300959394,0.432,0.531,1,-1.231963399,,,,
Abca1,0.000242913,-0.301667877,0.144,0.236,1,-1.232568543,,,,
Dpp4,3.01E-06,-0.304365812,0.144,0.272,0.097064224,-1.234875684,,,,
BC034090,0.001474567,-0.304741825,0.221,0.308,1,-1.235197575,,,,
4932438A13Rik,0.000240654,-0.305239878,0.568,0.683,1,-1.235624068,,,,
Snapc3,0.00021005,-0.305325608,0.304,0.428,1,-1.235697496,,,,
Dmxl2,0.000578444,-0.305669755,0.169,0.26,1,-1.2359923,,,,
Ralgapa2,0.000214327,-0.30580533,0.386,0.493,1,-1.236108455,,,,
Wbp1l,0.029087813,-0.306106957,0.274,0.32,1,-1.236366918,,,,
Ccnl2,0.001285746,-0.306119906,0.411,0.517,1,-1.236378015,,,,
Peak1,0.000350198,-0.307686976,0.308,0.418,1,-1.237721711,,,,
Bckdha,0.000358898,-0.30791933,0.174,0.262,1,-1.237921069,,,,
Arhgap12,0.000420418,-0.308287152,0.404,0.505,1,-1.238236723,,,,
Mrps9,0.001109762,-0.308465423,0.205,0.296,1,-1.238389739,,,,
Nudt4,3.23E-05,-0.309177899,0.785,0.851,1,-1.23900147,,,,
Fam193b,0.018849738,-0.309640127,0.336,0.399,1,-1.2393985,,,,
Zmat1,0.000165817,-0.309895431,0.112,0.204,1,-1.239617847,,,,
Abcb7,0.000237649,-0.309904997,0.406,0.519,1,-1.239626066,,,,
Ppp3cc,0.000253757,-0.310281164,0.107,0.197,1,-1.239949327,,,,
Syne1,0.000268511,-0.310397944,0.358,0.466,1,-1.2400497,,,,
Nrp1,1.22E-05,-0.31048835,0.112,0.224,0.393195843,-1.24012741,,,,
Fgfr1,0.00637576,-0.31125028,0.292,0.358,1,-1.240782531,,,,
Npm1,0.000464906,-0.311537836,0.187,0.284,1,-1.241029867,,,,
Itgb6,2.33E-05,-0.312572482,0.265,0.413,0.751482744,-1.241920206,,,,
Ccser2,0.000334126,-0.312650159,0.226,0.329,1,-1.241987074,,,,
Mthfd1,0.002417512,-0.313013993,0.237,0.329,1,-1.242300331,,,,
Slc40a1,0.001070268,-0.313151261,0.1,0.173,1,-1.242418538,,,,
Mcur1,0.000343674,-0.313431249,0.057,0.125,1,-1.242659681,,,,
Ush1c,0.000129708,-0.314197011,0.119,0.216,1,-1.243319442,,,,
Adcy6,8.42E-05,-0.314514898,0.306,0.428,1,-1.243593428,,,,
Apex2,0.000236194,-0.314951044,0.123,0.212,1,-1.24396944,,,,
Sdccag8,0.000675955,-0.315160795,0.288,0.387,1,-1.244150312,,,,
Mycbp2,0.000165302,-0.315920445,0.804,0.87,1,-1.244805591,,,,
Cachd1,4.88E-05,-0.315921881,0.269,0.406,1,-1.244806829,,,,
AW549877,0.000111275,-0.315930078,0.174,0.272,1,-1.244813903,,,,
Notch2,0.001800233,-0.316150264,0.313,0.404,1,-1.245003902,,,,
Cytip,0.002866121,-0.316459939,0.194,0.276,1,-1.245271172,,,,
Colgalt2,0.000235631,-0.316616141,0.148,0.25,1,-1.245406005,,,,
Fto,4.14E-05,-0.316978433,0.573,0.683,1,-1.245718793,,,,
Uhrf2,0.000101278,-0.317540768,0.258,0.368,1,-1.246204445,,,,
Cyfip2,0.000742768,-0.317719475,0.402,0.49,1,-1.246358822,,,,
Mdm4,0.001418583,-0.318326901,0.457,0.531,1,-1.246883694,,,,
Vps13a,0.001691096,-0.319916579,0.632,0.702,1,-1.248258368,,,,
Suclg2,0.000701496,-0.320406988,0.427,0.529,1,-1.248682756,,,,
Ice2,0.000599039,-0.320843149,0.13,0.209,1,-1.249060319,,,,
Sema3c,0.000349003,-0.321689977,0.096,0.175,1,-1.249793704,,,,
Akr1e1,0.000548194,-0.322720336,0.091,0.163,1,-1.250686613,,,,
Pkia,0.000730948,-0.323399246,0.121,0.204,1,-1.251275305,,,,
Plekha7,5.30E-05,-0.325441354,0.6,0.738,1,-1.253047716,,,,
D630024D03Rik,9.84E-06,-0.32666635,0.066,0.161,0.317501136,-1.254112134,,,,
Klhdc7a,0.000196553,-0.327620852,0.107,0.195,1,-1.254942142,,,,
Ccnd3,6.10E-05,-0.328337133,0.276,0.397,1,-1.255565361,,,,
Baiap2,1.93E-06,-0.32838031,0.16,0.298,0.062354381,-1.255602938,,,,
Phf14,0.000203578,-0.328639693,0.55,0.659,1,-1.255828704,,,,
Vps13b,2.80E-05,-0.328855606,0.71,0.803,0.903834602,-1.256016664,,,,
Trim2,0.000233898,-0.328972267,0.509,0.62,1,-1.256118235,,,,
Exoc6,0.000402536,-0.329087625,0.331,0.442,1,-1.256218678,,,,
Dtnbp1,0.000332655,-0.33203696,0.285,0.392,1,-1.258789421,,,,
Hnrnph1,9.98E-06,-0.332691665,0.358,0.514,0.321997777,-1.259360799,,,,
Hsp90b1,0.001363439,-0.33568112,0.326,0.425,1,-1.261973067,,,,
Slc8a1,0.373057345,-0.336099903,0.991,1,1,-1.262339443,,,,
Eefsec,0.006231044,-0.336653212,0.189,0.252,1,-1.262823674,,,,
Ednrb,3.99E-05,-0.336943894,0.068,0.154,1,-1.26307814,,,,
Cpeb2,8.54E-05,-0.338161412,0.354,0.478,1,-1.264144526,,,,
Kansl1l,8.43E-06,-0.338863911,0.653,0.793,0.27196328,-1.264760232,,,,
Slc25a3,1.82E-06,-0.339478229,0.411,0.591,0.058670631,-1.265298898,,,,
Castor2,0.000985521,-0.339757094,0.176,0.264,1,-1.265543497,,,,
Xpo1,0.00043801,-0.340456466,0.413,0.505,1,-1.266157141,,,,
Itga6,5.85E-05,-0.34075976,0.354,0.474,1,-1.266423349,,,,
Odr4,2.83E-05,-0.34081167,0.132,0.243,0.913094865,-1.266468918,,,,
Rhbg,9.99E-05,-0.341746434,0.137,0.24,1,-1.267289765,,,,
Angpt1,1.75E-05,-0.342226192,0.47,0.611,0.563139451,-1.267711264,,,,
Stk39,5.39E-05,-0.343494562,0.735,0.832,1,-1.268826284,,,,
Arntl,0.000186546,-0.344958112,0.062,0.135,1,-1.270114105,,,,
Atp1b1,3.36E-05,-0.345289273,0.767,0.841,1,-1.270405685,,,,
St5,0.000423529,-0.347651835,0.155,0.248,1,-1.272487809,,,,
Xylt1,0.001094982,-0.34884449,0.221,0.303,1,-1.273540191,,,,
Myzap,0.00014871,-0.349130607,0.281,0.404,1,-1.273792787,,,,
Veph1,1.88E-05,-0.349718901,0.523,0.671,0.606620596,-1.274312312,,,,
Tmem116,0.000393851,-0.350455735,0.397,0.493,1,-1.274963313,,,,
Golgb1,7.67E-05,-0.350640076,0.418,0.524,1,-1.275126233,,,,
Rab20,2.68E-06,-0.35126137,0.078,0.183,0.086373141,-1.275675482,,,,
Vgll4,6.50E-05,-0.352553876,0.393,0.519,1,-1.276818868,,,,
Inpp4b,6.50E-06,-0.353270387,0.107,0.219,0.209777597,-1.277453155,,,,
Marf1,0.000161021,-0.35373327,0.201,0.303,1,-1.277863086,,,,
Svopl,0.000170192,-0.355036771,0.374,0.502,1,-1.27901818,,,,
Sh2d4a,9.01E-05,-0.355481055,0.279,0.409,1,-1.279412119,,,,
Sclt1,0.000124684,-0.356043224,0.247,0.365,1,-1.27991076,,,,
Ikzf2,0.000984833,-0.358764068,0.331,0.442,1,-1.28232688,,,,
Ngef,0.000258017,-0.358792055,0.192,0.291,1,-1.282351755,,,,
Gca,0.000335238,-0.359955405,0.333,0.425,1,-1.283386226,,,,
Kazn,7.94E-05,-0.360232568,0.345,0.471,1,-1.283632808,,,,
Smad6,0.000443631,-0.360754072,0.144,0.238,1,-1.284096897,,,,
Rabgap1l,7.32E-05,-0.361059076,0.696,0.776,1,-1.284368401,,,,
St3gal6,1.62E-05,-0.361882167,0.292,0.425,0.521411144,-1.285101371,,,,
Magi2,3.38E-06,-0.361967909,0.831,0.938,0.109053074,-1.28517775,,,,
Irs1,0.000145878,-0.362355455,0.128,0.224,1,-1.285523029,,,,
Lypd6,0.001492775,-0.362599931,0.185,0.272,1,-1.285740889,,,,
Vps41,1.15E-05,-0.365734958,0.253,0.377,0.370794701,-1.288537888,,,,
Plscr2,4.86E-06,-0.366285805,0.24,0.382,0.156767596,-1.289029969,,,,
Fbxo8,3.21E-05,-0.36648529,0.148,0.255,1,-1.289208218,,,,
Cdc37l1,1.06E-05,-0.367421226,0.45,0.603,0.343029427,-1.290044852,,,,
Aopep,1.28E-05,-0.36872389,0.849,0.904,0.413278476,-1.291210208,,,,
Ppp2r2b,5.02E-05,-0.368929826,0.447,0.584,1,-1.291394534,,,,
Guf1,1.38E-05,-0.37137884,0.137,0.248,0.4455214,-1.293588573,,,,
Tra2a,2.58E-05,-0.371513368,0.687,0.784,0.833620064,-1.293709203,,,,
P3h2,9.38E-06,-0.371544432,0.829,0.899,0.302740512,-1.293737059,,,,
Rpgrip1l,2.27E-05,-0.372472001,0.091,0.188,0.732075031,-1.294569124,,,,
Ahcyl2,0.000148093,-0.372588481,0.443,0.57,1,-1.294673649,,,,
9530026P05Rik,1.00E-05,-0.374811109,0.461,0.596,0.32350385,-1.296669771,,,,
Dmtn,3.67E-05,-0.375866247,0.258,0.377,1,-1.297618459,,,,
Fxr1,0.00011987,-0.376875439,0.47,0.577,1,-1.298526484,,,,
Ddx17,1.86E-06,-0.378583519,0.671,0.808,0.059895278,-1.300064787,,,,
Fam135a,0.001645848,-0.380762046,0.299,0.387,1,-1.302029419,,,,
Dnm3,0.000180704,-0.38147588,0.409,0.519,1,-1.302673812,,,,
Krt7,8.27E-05,-0.383771056,0.24,0.351,1,-1.304747878,,,,
5031425E22Rik,3.65E-06,-0.385301387,0.486,0.642,0.117877714,-1.306132617,,,,
Col4a5,1.68E-05,-0.387121446,0.425,0.565,0.540693142,-1.307781433,,,,
Tspan18,0.000672761,-0.387210776,0.279,0.377,1,-1.307862412,,,,
Washc2,0.000255835,-0.387616552,0.235,0.329,1,-1.308230316,,,,
Scarf1,7.51E-06,-0.387920972,0.1,0.207,0.242311268,-1.308506392,,,,
Crim1,3.79E-06,-0.389000509,0.315,0.452,0.122185577,-1.309485885,,,,
Stc1,0.014873755,-0.389042526,0.082,0.13,1,-1.309524023,,,,
Hnf1b,4.11E-06,-0.390073521,0.505,0.649,0.132695494,-1.310460185,,,,
Eif4a2,0.000287898,-0.390177883,0.358,0.471,1,-1.310554984,,,,
Upp2,7.37E-06,-0.393364639,0.342,0.495,0.237910705,-1.313453057,,,,
Pcmtd2,6.69E-06,-0.399761299,0.233,0.37,0.215864684,-1.319289609,,,,
Rbm33,0.000173291,-0.400318833,0.404,0.488,1,-1.319799552,,,,
Hsp90ab1,8.98E-05,-0.400731976,0.368,0.478,1,-1.320177556,,,,
Pik3r1,8.54E-06,-0.401206064,0.183,0.308,0.275436212,-1.320611454,,,,
Acss1,0.00058995,-0.403307666,0.463,0.55,1,-1.322536616,,,,
Klhl14,0.000108338,-0.403365332,0.105,0.197,1,-1.32258948,,,,
Ppargc1b,1.73E-06,-0.404349771,0.144,0.279,0.05593823,-1.323492273,,,,
Adgra3,9.83E-06,-0.40531642,0.189,0.315,0.317036869,-1.324379349,,,,
Gm42937,0.000126808,-0.408634531,0.123,0.212,1,-1.327428847,,,,
Mar-03,1.30E-05,-0.408957094,0.479,0.611,0.41807603,-1.327725671,,,,
Lima1,0.000669215,-0.410926722,0.349,0.423,1,-1.329539576,,,,
Epb41l5,2.83E-06,-0.411575365,0.546,0.663,0.091414743,-1.330137478,,,,
Msh3,1.68E-05,-0.414059584,0.221,0.341,0.541611098,-1.332429854,,,,
Shprh,4.90E-06,-0.415359198,0.228,0.356,0.158166128,-1.333630679,,,,
Rasal2,4.67E-05,-0.419472715,0.349,0.474,1,-1.337438651,,,,
Atrnl1,1.27E-05,-0.420941373,0.507,0.637,0.408539144,-1.338800851,,,,
Cnnm2,6.23E-06,-0.422726521,0.244,0.377,0.200859192,-1.340458469,,,,
Mccc2,3.44E-05,-0.426516782,0.158,0.264,1,-1.343984763,,,,
Ahnak,0.000457629,-0.429943529,0.324,0.413,1,-1.347180844,,,,
9130230L23Rik,0.000205694,-0.431450978,0.103,0.188,1,-1.348589227,,,,
Gm47889,0.000146688,-0.432220697,0.171,0.262,1,-1.34930893,,,,
Ppat,6.34E-05,-0.434407532,0.244,0.353,1,-1.351355761,,,,
St3gal3,6.58E-06,-0.437354368,0.251,0.38,0.212217176,-1.354118849,,,,
Slc27a1,4.36E-05,-0.441980427,0.169,0.262,1,-1.358467854,,,,
Malrd1,2.44E-05,-0.450801665,0.116,0.231,0.787197944,-1.366799538,,,,
Klhl3,1.02E-05,-0.451660753,0.461,0.572,0.329754981,-1.367613674,,,,
Sesn1,6.59E-05,-0.452403681,0.208,0.315,1,-1.368318119,,,,
Metap1d,0.000207806,-0.455713463,0.269,0.363,1,-1.371460873,,,,
Hdac7,4.62E-05,-0.461874055,0.454,0.572,1,-1.377329802,,,,
Srsf5,4.95E-05,-0.471544323,0.272,0.385,1,-1.386592943,,,,
Acsl1,4.57E-06,-0.493606534,0.21,0.327,0.14753723,-1.407960182,,,,
Lpgat1,9.88E-06,-0.50654995,0.281,0.406,0.318671954,-1.420648801,,,,
Gm42941,2.20E-06,-0.514871819,0.162,0.286,0.070934952,-1.428867181,,,,
Acss3,3.48E-06,-0.528978453,0.308,0.445,0.112183659,-1.442907137,,,,
Cpeb4,8.09E-06,-0.531776564,0.541,0.654,0.261106487,-1.445708375,,,,
Trpm6,1.58E-05,-0.57641532,0.217,0.341,0.509151545,-1.491139591,,,,
